"","Fecha","Precio"
"1",2014-09-17,465.864014
"2",2014-09-18,456.859985
"3",2014-09-19,424.102997
"4",2014-09-20,394.673004
"5",2014-09-21,408.084991
"6",2014-09-22,399.100006
"7",2014-09-23,402.09201
"8",2014-09-24,435.751007
"9",2014-09-25,423.156006
"10",2014-09-26,411.428986
"11",2014-09-27,403.556
"12",2014-09-28,399.471008
"13",2014-09-29,376.928009
"14",2014-09-30,376.088013
"15",2014-10-01,387.427002
"16",2014-10-02,383.988007
"17",2014-10-03,375.181
"18",2014-10-04,359.891998
"19",2014-10-05,328.915985
"20",2014-10-06,320.389008
"21",2014-10-07,330.584015
"22",2014-10-08,336.115997
"23",2014-10-09,352.747986
"24",2014-10-10,364.687012
"25",2014-10-11,361.362
"26",2014-10-12,362.605988
"27",2014-10-13,377.92099
"28",2014-10-14,391.691986
"29",2014-10-15,400.954987
"30",2014-10-16,394.518005
"31",2014-10-17,382.756012
"32",2014-10-18,383.976013
"33",2014-10-19,391.253998
"34",2014-10-20,389.230988
"35",2014-10-21,382.42099
"36",2014-10-22,386.118011
"37",2014-10-23,382.962006
"38",2014-10-24,358.591003
"39",2014-10-25,358.610992
"40",2014-10-26,347.487
"41",2014-10-27,354.777008
"42",2014-10-28,353.214996
"43",2014-10-29,357.088989
"44",2014-10-30,335.709015
"45",2014-10-31,345.009003
"46",2014-11-01,338.649994
"47",2014-11-02,326.075012
"48",2014-11-03,325.569
"49",2014-11-04,327.161011
"50",2014-11-05,330.683014
"51",2014-11-06,339.458008
"52",2014-11-07,349.817993
"53",2014-11-08,342.153992
"54",2014-11-09,345.376007
"55",2014-11-10,362.265015
"56",2014-11-11,365.856995
"57",2014-11-12,367.984985
"58",2014-11-13,427.27301
"59",2014-11-14,418.416992
"60",2014-11-15,399.649994
"61",2014-11-16,374.730011
"62",2014-11-17,388.348999
"63",2014-11-18,387.785004
"64",2014-11-19,373.895996
"65",2014-11-20,380.307007
"66",2014-11-21,357.878998
"67",2014-11-22,351.604004
"68",2014-11-23,353.174988
"69",2014-11-24,366.947998
